Label,Expected,TP,FP,FN,Recall,Precision,F-measure,Training Samples
hypertension.high_bp.before_dct,20,1,4,19,0.05,0.2,0.08000000000000002,39
hypertension.high_bp.during_dct,175,129,133,46,0.7371428571428571,0.49236641221374045,0.5903890160183066,320
hypertension.high_bp.after_dct,0,0,0,0,0,0,0,0
medication.ace_inhibitor.before_dct,209,187,28,22,0.8947368421052632,0.8697674418604651,0.8820754716981132,320
medication.ace_inhibitor.during_dct,199,187,28,12,0.9396984924623115,0.8697674418604651,0.9033816425120772,312
medication.ace_inhibitor.after_dct,204,187,28,17,0.9166666666666666,0.8697674418604651,0.8926014319809069,316
medication.anti_diabetes.before_dct,0,0,0,0,0,0,0,1
medication.anti_diabetes.during_dct,0,0,0,0,0,0,0,1
medication.anti_diabetes.after_dct,0,0,0,0,0,0,0,1
medication.arb.before_dct,67,52,6,15,0.7761194029850746,0.896551724137931,0.8320000000000001,96
medication.arb.during_dct,64,52,6,12,0.8125,0.896551724137931,0.8524590163934426,92
medication.arb.after_dct,62,52,6,10,0.8387096774193549,0.896551724137931,0.8666666666666666,95
medication.aspirin.before_dct,263,253,33,10,0.9619771863117871,0.8846153846153846,0.9216757741347906,421
medication.aspirin.during_dct,273,254,34,19,0.9304029304029304,0.8819444444444444,0.9055258467023173,428
medication.aspirin.after_dct,262,253,33,9,0.9656488549618321,0.8846153846153846,0.9233576642335767,422
medication.beta_blocker.before_dct,276,261,36,15,0.9456521739130435,0.8787878787878788,0.9109947643979057,462
medication.beta_blocker.during_dct,281,261,37,20,0.9288256227758007,0.8758389261744967,0.9015544041450777,464
medication.beta_blocker.after_dct,278,262,36,16,0.9424460431654677,0.8791946308724832,0.9097222222222223,465
medication.calcium_channel_blocker.before_dct,129,116,18,13,0.8992248062015504,0.8656716417910447,0.8821292775665398,185
medication.calcium_channel_blocker.during_dct,128,116,18,12,0.90625,0.8656716417910447,0.8854961832061069,177
medication.calcium_channel_blocker.after_dct,128,116,18,12,0.90625,0.8656716417910447,0.8854961832061069,180
medication.diuretic.before_dct,80,65,25,15,0.8125,0.7222222222222222,0.7647058823529411,112
medication.diuretic.during_dct,70,64,22,6,0.9142857142857143,0.7441860465116279,0.8205128205128205,98
medication.diuretic.after_dct,72,64,22,8,0.8888888888888888,0.7441860465116279,0.8101265822784809,104
medication.dpp4_inhibitors.before_dct,2,0,0,2,0.0,0,0,1
medication.dpp4_inhibitors.during_dct,2,0,0,2,0.0,0,0,0
medication.dpp4_inhibitors.after_dct,2,0,0,2,0.0,0,0,0
medication.ezetimibe.before_dct,11,6,0,5,0.5454545454545454,1.0,0.7058823529411764,12
medication.ezetimibe.during_dct,11,6,0,5,0.5454545454545454,1.0,0.7058823529411764,12
medication.ezetimibe.after_dct,14,6,0,8,0.42857142857142855,1.0,0.6,12
medication.fibrate.before_dct,31,25,5,6,0.8064516129032258,0.8333333333333334,0.819672131147541,22
medication.fibrate.during_dct,29,25,5,4,0.8620689655172413,0.8333333333333334,0.847457627118644,20
medication.fibrate.after_dct,30,25,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,22
medication.insulin.before_dct,132,125,33,7,0.946969696969697,0.7911392405063291,0.8620689655172413,203
medication.insulin.during_dct,131,125,33,6,0.9541984732824428,0.7911392405063291,0.8650519031141869,215
medication.insulin.after_dct,132,125,33,7,0.946969696969697,0.7911392405063291,0.8620689655172413,211
medication.metformin.before_dct,125,111,28,14,0.888,0.7985611510791367,0.8409090909090909,185
medication.metformin.during_dct,113,111,28,2,0.9823008849557522,0.7985611510791367,0.880952380952381,174
medication.metformin.after_dct,118,111,28,7,0.940677966101695,0.7985611510791367,0.8638132295719845,177
medication.niacin.before_dct,9,0,0,9,0.0,0,0,7
medication.niacin.during_dct,7,0,0,7,0.0,0,0,6
medication.niacin.after_dct,9,0,0,9,0.0,0,0,7
medication.nitrate.before_dct,91,74,28,17,0.8131868131868132,0.7254901960784313,0.766839378238342,110
medication.nitrate.during_dct,95,81,26,14,0.8526315789473684,0.7570093457943925,0.8019801980198019,118
medication.nitrate.after_dct,85,73,24,12,0.8588235294117647,0.7525773195876289,0.8021978021978021,90
medication.statin.before_dct,274,260,27,14,0.948905109489051,0.9059233449477352,0.9269162210338681,426
medication.statin.during_dct,266,260,27,6,0.9774436090225563,0.9059233449477352,0.9403254972875226,418
medication.statin.after_dct,277,260,27,17,0.9386281588447654,0.9059233449477352,0.9219858156028368,430
medication.sulfonylureas.before_dct,98,92,8,6,0.9387755102040817,0.92,0.9292929292929293,156
medication.sulfonylureas.during_dct,94,92,8,2,0.9787234042553191,0.92,0.9484536082474226,152
medication.sulfonylureas.after_dct,96,92,8,4,0.9583333333333334,0.92,0.9387755102040817,154
medication.thiazolidinedione.before_dct,22,18,5,4,0.8181818181818182,0.782608695652174,0.8,41
medication.thiazolidinedione.during_dct,19,18,5,1,0.9473684210526315,0.782608695652174,0.8571428571428571,39
medication.thiazolidinedione.after_dct,20,18,5,2,0.9,0.782608695652174,0.8372093023255814,38
medication.thienopyridine.before_dct,97,87,14,10,0.8969072164948454,0.8613861386138614,0.8787878787878788,94
medication.thienopyridine.during_dct,95,87,14,8,0.9157894736842105,0.8613861386138614,0.8877551020408163,93
medication.thienopyridine.after_dct,92,87,14,5,0.9456521739130435,0.8613861386138614,0.9015544041450778,94
smoker.current,33,11,4,22,0.3333333333333333,0.7333333333333333,0.45833333333333326,57
smoker.ever,3,0,0,3,0.0,0,0,9
smoker.never,120,96,36,24,0.8,0.7272727272727273,0.761904761904762,183
smoker.past,113,97,65,16,0.8584070796460177,0.5987654320987654,0.7054545454545453,148
smoker.unknown,245,140,65,105,0.5714285714285714,0.6829268292682927,0.6222222222222223,0
family_hist.present,19,2,4,17,0.10526315789473684,0.3333333333333333,0.16,21
family_hist.not_present,495,491,17,4,0.9919191919191919,0.9665354330708661,0.979062811565304,0
