Label,Expected,TP,FP,FN,Recall,Precision,F-measure,Training Samples
hypertension.mention.after_dct,366,360,18,6,0.9836065573770492,0.9523809523809523,0.9677419354838709,1113
hypertension.high_bp.before_dct,20,9,43,11,0.45,0.17307692307692307,0.25,242
hypertension.high_bp.during_dct,175,161,202,14,0.92,0.44352617079889806,0.5985130111524164,1317
hypertension.high_bp.after_dct,0,0,0,0,0,0,0,0
medication.ace_inhibitor.before_dct,209,186,28,23,0.8899521531100478,0.8691588785046729,0.8794326241134752,662
medication.ace_inhibitor.during_dct,199,186,28,13,0.9346733668341709,0.8691588785046729,0.900726392251816,638
medication.ace_inhibitor.after_dct,204,186,28,18,0.9117647058823529,0.8691588785046729,0.8899521531100477,658
medication.anti_diabetes.before_dct,0,0,0,0,0,0,0,1
medication.anti_diabetes.during_dct,0,0,0,0,0,0,0,1
medication.anti_diabetes.after_dct,0,0,0,0,0,0,0,1
medication.arb.before_dct,67,52,7,15,0.7761194029850746,0.8813559322033898,0.8253968253968255,262
medication.arb.during_dct,64,52,6,12,0.8125,0.896551724137931,0.8524590163934426,251
medication.arb.after_dct,62,52,6,10,0.8387096774193549,0.896551724137931,0.8666666666666666,260
medication.aspirin.before_dct,263,249,33,14,0.9467680608365019,0.8829787234042553,0.9137614678899082,908
medication.aspirin.during_dct,273,249,33,24,0.9120879120879121,0.8829787234042553,0.8972972972972972,904
medication.aspirin.after_dct,262,249,33,13,0.950381679389313,0.8829787234042553,0.9154411764705882,889
medication.beta_blocker.before_dct,276,258,41,18,0.9347826086956522,0.862876254180602,0.8973913043478261,1091
medication.beta_blocker.during_dct,281,258,41,23,0.9181494661921709,0.862876254180602,0.8896551724137932,1102
medication.beta_blocker.after_dct,278,258,41,20,0.9280575539568345,0.862876254180602,0.8942807625649914,1126
medication.calcium_channel_blocker.before_dct,129,114,17,15,0.8837209302325582,0.8702290076335878,0.8769230769230768,349
medication.calcium_channel_blocker.during_dct,128,114,17,14,0.890625,0.8702290076335878,0.8803088803088803,326
medication.calcium_channel_blocker.after_dct,128,114,17,14,0.890625,0.8702290076335878,0.8803088803088803,332
medication.diuretic.before_dct,80,62,32,18,0.775,0.6595744680851063,0.7126436781609196,269
medication.diuretic.during_dct,70,62,34,8,0.8857142857142857,0.6458333333333334,0.7469879518072288,223
medication.diuretic.after_dct,72,62,32,10,0.8611111111111112,0.6595744680851063,0.7469879518072289,238
medication.dpp4_inhibitors.before_dct,2,0,0,2,0.0,0,0,4
medication.dpp4_inhibitors.during_dct,2,0,0,2,0.0,0,0,0
medication.dpp4_inhibitors.after_dct,2,0,0,2,0.0,0,0,0
medication.ezetimibe.before_dct,11,6,0,5,0.5454545454545454,1.0,0.7058823529411764,19
medication.ezetimibe.during_dct,11,6,0,5,0.5454545454545454,1.0,0.7058823529411764,19
medication.ezetimibe.after_dct,14,6,0,8,0.42857142857142855,1.0,0.6,19
medication.fibrate.before_dct,31,18,1,13,0.5806451612903226,0.9473684210526315,0.72,42
medication.fibrate.during_dct,29,18,1,11,0.6206896551724138,0.9473684210526315,0.75,40
medication.fibrate.after_dct,30,18,1,12,0.6,0.9473684210526315,0.7346938775510204,45
medication.insulin.before_dct,132,122,26,10,0.9242424242424242,0.8243243243243243,0.8714285714285714,1328
medication.insulin.during_dct,131,122,26,9,0.9312977099236641,0.8243243243243243,0.8745519713261649,1356
medication.insulin.after_dct,132,122,26,10,0.9242424242424242,0.8243243243243243,0.8714285714285714,1364
medication.metformin.before_dct,125,111,28,14,0.888,0.7985611510791367,0.8409090909090909,369
medication.metformin.during_dct,113,111,28,2,0.9823008849557522,0.7985611510791367,0.880952380952381,330
medication.metformin.after_dct,118,111,28,7,0.940677966101695,0.7985611510791367,0.8638132295719845,344
medication.niacin.before_dct,9,0,0,9,0.0,0,0,14
medication.niacin.during_dct,7,0,0,7,0.0,0,0,10
medication.niacin.after_dct,9,0,0,9,0.0,0,0,12
medication.nitrate.before_dct,91,67,13,24,0.7362637362637363,0.8375,0.7836257309941521,300
medication.nitrate.during_dct,95,71,17,24,0.7473684210526316,0.8068181818181818,0.7759562841530054,308
medication.nitrate.after_dct,85,67,10,18,0.788235294117647,0.8701298701298701,0.8271604938271604,243
medication.statin.before_dct,274,251,27,23,0.916058394160584,0.9028776978417267,0.9094202898550726,873
medication.statin.during_dct,266,251,27,15,0.943609022556391,0.9028776978417267,0.9227941176470589,825
medication.statin.after_dct,277,251,27,26,0.9061371841155235,0.9028776978417267,0.9045045045045045,862
medication.sulfonylureas.before_dct,98,90,10,8,0.9183673469387755,0.9,0.9090909090909091,369
medication.sulfonylureas.during_dct,94,90,8,4,0.9574468085106383,0.9183673469387755,0.9375000000000001,350
medication.sulfonylureas.after_dct,96,90,8,6,0.9375,0.9183673469387755,0.9278350515463918,353
medication.thiazolidinedione.before_dct,22,18,5,4,0.8181818181818182,0.782608695652174,0.8,66
medication.thiazolidinedione.during_dct,19,18,5,1,0.9473684210526315,0.782608695652174,0.8571428571428571,61
medication.thiazolidinedione.after_dct,20,18,5,2,0.9,0.782608695652174,0.8372093023255814,60
medication.thienopyridine.before_dct,97,86,16,11,0.8865979381443299,0.8431372549019608,0.864321608040201,216
medication.thienopyridine.during_dct,95,86,16,9,0.9052631578947369,0.8431372549019608,0.8730964467005077,194
medication.thienopyridine.after_dct,92,86,16,6,0.9347826086956522,0.8431372549019608,0.8865979381443299,200
smoker.current,33,13,10,20,0.3939393939393939,0.5652173913043478,0.4642857142857143,393
smoker.ever,3,0,0,3,0.0,0,0,47
smoker.never,120,100,27,20,0.8333333333333334,0.7874015748031497,0.8097165991902834,614
smoker.past,113,108,49,5,0.9557522123893806,0.6878980891719745,0.8,1165
smoker.unknown,245,159,48,86,0.6489795918367347,0.7681159420289855,0.7035398230088495,0
family_hist.present,19,4,16,15,0.21052631578947367,0.2,0.20512820512820512,232
family_hist.not_present,495,479,15,16,0.9676767676767677,0.9696356275303644,0.9686552072800809,0
