Label,Expected,TP,FP,FN,Recall,Precision,F-measure,Training Samples
hypertension.mention.during_dct,367,360,18,7,0.9809264305177112,0.9523809523809523,0.9664429530201343,513
hypertension.mention.after_dct,366,360,18,6,0.9836065573770492,0.9523809523809523,0.9677419354838709,511
hypertension.high_bp.before_dct,20,0,0,20,0.0,0,0,39
hypertension.high_bp.during_dct,175,153,169,22,0.8742857142857143,0.4751552795031056,0.6156941649899397,320
hypertension.high_bp.after_dct,0,0,0,0,0,0,0,0
medication.ace_inhibitor.before_dct,209,181,32,28,0.8660287081339713,0.8497652582159625,0.8578199052132701,320
medication.ace_inhibitor.during_dct,199,181,32,18,0.9095477386934674,0.8497652582159625,0.8786407766990292,312
medication.ace_inhibitor.after_dct,204,181,32,23,0.8872549019607843,0.8497652582159625,0.86810551558753,316
medication.anti_diabetes.before_dct,0,0,0,0,0,0,0,1
medication.anti_diabetes.during_dct,0,0,0,0,0,0,0,1
medication.anti_diabetes.after_dct,0,0,0,0,0,0,0,1
medication.arb.before_dct,67,0,0,67,0.0,0,0,96
medication.arb.during_dct,64,0,0,64,0.0,0,0,92
medication.arb.after_dct,62,0,0,62,0.0,0,0,95
medication.aspirin.before_dct,263,254,35,9,0.9657794676806084,0.8788927335640139,0.9202898550724637,421
medication.aspirin.during_dct,273,254,35,19,0.9304029304029304,0.8788927335640139,0.903914590747331,428
medication.aspirin.after_dct,262,254,35,8,0.9694656488549618,0.8788927335640139,0.9219600725952812,422
medication.beta_blocker.before_dct,276,253,38,23,0.9166666666666666,0.8694158075601375,0.892416225749559,462
medication.beta_blocker.during_dct,281,253,38,28,0.900355871886121,0.8694158075601375,0.8846153846153846,464
medication.beta_blocker.after_dct,278,253,38,25,0.9100719424460432,0.8694158075601375,0.8892794376098418,465
medication.calcium_channel_blocker.before_dct,129,101,11,28,0.7829457364341085,0.9017857142857143,0.8381742738589212,185
medication.calcium_channel_blocker.during_dct,128,101,11,27,0.7890625,0.9017857142857143,0.8416666666666666,177
medication.calcium_channel_blocker.after_dct,128,101,11,27,0.7890625,0.9017857142857143,0.8416666666666666,180
medication.diuretic.before_dct,80,54,19,26,0.675,0.7397260273972602,0.7058823529411764,112
medication.diuretic.during_dct,70,54,19,16,0.7714285714285715,0.7397260273972602,0.7552447552447553,98
medication.diuretic.after_dct,72,54,19,18,0.75,0.7397260273972602,0.7448275862068966,104
medication.dpp4_inhibitors.before_dct,2,0,0,2,0.0,0,0,1
medication.dpp4_inhibitors.during_dct,2,0,0,2,0.0,0,0,0
medication.dpp4_inhibitors.after_dct,2,0,0,2,0.0,0,0,0
medication.ezetimibe.before_dct,11,0,0,11,0.0,0,0,12
medication.ezetimibe.during_dct,11,0,0,11,0.0,0,0,12
medication.ezetimibe.after_dct,14,0,0,14,0.0,0,0,12
medication.fibrate.before_dct,31,0,0,31,0.0,0,0,22
medication.fibrate.during_dct,29,0,0,29,0.0,0,0,20
medication.fibrate.after_dct,30,0,0,30,0.0,0,0,22
medication.insulin.before_dct,132,124,28,8,0.9393939393939394,0.8157894736842105,0.8732394366197183,203
medication.insulin.during_dct,131,124,28,7,0.9465648854961832,0.8157894736842105,0.8763250883392226,215
medication.insulin.after_dct,132,124,28,8,0.9393939393939394,0.8157894736842105,0.8732394366197183,211
medication.metformin.before_dct,125,111,28,14,0.888,0.7985611510791367,0.8409090909090909,185
medication.metformin.during_dct,113,111,28,2,0.9823008849557522,0.7985611510791367,0.880952380952381,174
medication.metformin.after_dct,118,111,28,7,0.940677966101695,0.7985611510791367,0.8638132295719845,177
medication.niacin.before_dct,9,0,0,9,0.0,0,0,7
medication.niacin.during_dct,7,0,0,7,0.0,0,0,6
medication.niacin.after_dct,9,0,0,9,0.0,0,0,7
medication.nitrate.before_dct,91,59,11,32,0.6483516483516484,0.8428571428571429,0.732919254658385,110
medication.nitrate.during_dct,95,59,11,36,0.6210526315789474,0.8428571428571429,0.7151515151515152,118
medication.nitrate.after_dct,85,59,11,26,0.6941176470588235,0.8428571428571429,0.7612903225806451,90
medication.statin.before_dct,274,255,28,19,0.9306569343065694,0.901060070671378,0.9156193895870736,426
medication.statin.during_dct,266,255,28,11,0.9586466165413534,0.901060070671378,0.9289617486338798,418
medication.statin.after_dct,277,255,28,22,0.9205776173285198,0.901060070671378,0.9107142857142856,430
medication.sulfonylureas.before_dct,98,84,7,14,0.8571428571428571,0.9230769230769231,0.888888888888889,156
medication.sulfonylureas.during_dct,94,84,7,10,0.8936170212765957,0.9230769230769231,0.908108108108108,152
medication.sulfonylureas.after_dct,96,84,7,12,0.875,0.9230769230769231,0.8983957219251337,154
medication.thiazolidinedione.before_dct,22,14,4,8,0.6363636363636364,0.7777777777777778,0.7000000000000001,41
medication.thiazolidinedione.during_dct,19,14,4,5,0.7368421052631579,0.7777777777777778,0.7567567567567567,39
medication.thiazolidinedione.after_dct,20,14,4,6,0.7,0.7777777777777778,0.7368421052631577,38
medication.thienopyridine.before_dct,97,86,16,11,0.8865979381443299,0.8431372549019608,0.864321608040201,94
medication.thienopyridine.during_dct,95,86,16,9,0.9052631578947369,0.8431372549019608,0.8730964467005077,93
medication.thienopyridine.after_dct,92,86,16,6,0.9347826086956522,0.8431372549019608,0.8865979381443299,94
smoker.current,33,0,0,33,0.0,0,0,57
smoker.ever,3,0,0,3,0.0,0,0,9
smoker.never,120,83,29,37,0.6916666666666667,0.7410714285714286,0.7155172413793103,183
smoker.past,113,93,32,20,0.8230088495575221,0.744,0.7815126050420168,148
smoker.unknown,245,184,93,61,0.7510204081632653,0.6642599277978339,0.7049808429118773,0
family_hist.present,19,0,0,19,0.0,0,0,21
family_hist.not_present,495,495,19,0,1.0,0.9630350194552529,0.9811694747274529,0
