hypertension.mention.during_dct,3,0,0,3,0,0,0,2
medication.thienopyridine.after_dct,4,0,0,4,0,0,0,5
hyperlipidemia.high_chol..during_dct,2,0,0,2,0,0,0,1
medication.arb.after_dct,1,0,0,1,0,0,0,4
medication.fibrate.after_dct,1,0,0,1,0,0,0,2
medication.statin.during_dct,1,0,0,1,0,0,0,5
hypertension.mention.before_dct,1,0,0,1,0,0,0,3
medication.calcium_channel_blocker.during_dct,6,0,0,6,0,0,0,0
medication.ezetimibe.after_dct,3,0,0,3,0,0,0,0
medication.niacin.before_dct,2,0,0,2,0,0,0,1
medication.niacin.after_dct,2,0,0,2,0,0,0,1
medication.thienopyridine.during_dct,7,0,0,7,0,0,0,4
medication.fibrate.before_dct,2,0,0,2,0,0,0,2
medication.metformin.during_dct,2,0,0,2,0,0,0,2
medication.arb.during_dct,3,0,0,3,0,0,0,1
medication.sulfonylureas.after_dct,2,0,0,2,0,0,0,2
medication.diuretic.during_dct,1,0,0,1,0,0,0,2
cad.mention.before_dct,0,0,0,0,0,0,0,1
medication.dpp4_inhibitors.continuing,2,0,0,2,0,0,0,0
medication.dpp4_inhibitors.before_dct,0,0,0,0,0,0,0,1
cad.mention.after_dct,1,0,0,1,0,0,0,0
obese.bmi.continuing,2,0,0,2,0,0,0,1
obese.bmi.before_dct,0,0,0,0,0,0,0,1
medication.thiazolidinedione.during_dct,0,0,0,0,0,0,0,1
medication.anti_diabetes.continuing,0,0,0,0,0,0,0,1
diabetes.mention.after_dct,1,0,0,1,0,0,0,0
medication.thiazolidinedione.after_dct,1,0,0,1,0,0,0,0
hypertension.mention.after_dct,2,0,0,2,0,0,0,0
